feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,class
0,532,595,254,3,373,55,2,0
0,532,595,254,3,373,55,2,0
0,532,595,254,3,373,55,2,0
0,532,595,254,3,373,55,2,0
0,532,595,254,3,373,55,2,0
0,532,595,254,3,373,55,2,0
0,532,595,254,2,64,908,1,0
0,532,595,254,2,64,908,1,0
0,532,595,254,2,64,908,1,0
0,532,595,254,2,64,908,1,0
0,532,595,254,2,64,908,1,0
0,532,595,254,2,64,908,1,0
0,596,568,302,0,422,1019,4,0
0,596,568,302,0,422,1019,4,0
0,596,568,302,0,422,1019,4,0
0,596,568,302,0,422,1019,4,0
0,596,568,302,0,422,1019,4,0
0,596,568,302,0,422,1019,4,0
0,596,568,302,0,422,660,2,0
0,596,568,302,0,422,660,2,0
0,596,568,302,0,422,660,2,0
0,596,568,302,0,422,660,2,0
0,596,568,302,0,422,660,2,0
0,596,568,302,0,422,660,2,0
0,596,568,302,3,389,112,1,0
0,596,568,302,3,389,112,1,0
0,596,568,302,3,389,112,1,0
0,596,568,302,3,389,112,1,0
0,596,568,302,3,389,112,1,0
0,596,568,302,3,389,112,1,0
0,596,568,302,0,422,86,3,0
0,596,568,302,0,422,86,3,0
0,596,568,302,0,422,86,3,0
0,596,568,302,0,422,86,3,0
0,596,568,302,0,422,86,3,0
0,596,568,302,0,422,86,3,0
0,596,568,302,0,405,800,0,0
0,596,568,302,0,405,800,0,0
0,596,568,302,0,405,800,0,0
0,596,568,302,0,405,800,0,0
0,596,568,302,0,405,800,0,0
0,596,568,302,0,405,800,0,0
0,596,568,302,0,422,664,2,0
0,596,568,302,0,422,664,2,0
0,596,568,302,0,422,664,2,0
0,596,568,302,0,422,664,2,0
0,596,568,302,0,422,664,2,0
0,596,568,302,0,422,664,2,0
0,596,568,302,0,405,732,1,0
0,596,568,302,0,405,732,1,0
0,596,568,302,0,405,732,1,0
0,596,568,302,0,405,732,1,0
0,596,568,302,0,405,732,1,0
0,596,568,302,0,405,732,1,0
0,596,568,302,0,373,161,9,0
0,596,568,302,0,373,161,9,0
0,596,568,302,0,373,161,9,0
0,596,568,302,0,373,161,9,0
0,596,568,302,0,373,161,9,0
0,596,568,302,0,373,161,9,0
0,559,581,267,0,389,791,0,0
0,559,581,267,0,389,791,0,0
0,559,581,267,0,389,791,0,0
0,559,581,267,0,389,791,0,0
0,559,581,267,0,389,791,0,0
0,559,581,267,0,389,791,0,0
0,559,581,267,0,389,228,8,0
0,559,581,267,0,389,228,8,0
0,559,581,267,0,389,228,8,0
0,559,581,267,0,389,228,8,0
0,559,581,267,0,389,228,8,0
0,559,581,267,0,389,228,8,0
0,559,581,267,0,405,950,5,0
0,559,581,267,0,405,950,5,0
0,559,581,267,0,405,950,5,0
0,559,581,267,0,405,950,5,0
0,559,581,267,0,405,950,5,0
0,559,581,267,0,405,950,5,0
0,559,581,267,0,422,878,6,0
0,559,581,267,0,422,878,6,0
0,559,581,267,0,422,878,6,0
0,559,581,267,0,422,878,6,0
0,559,581,267,0,422,878,6,0
0,559,581,267,0,422,878,6,0
0,559,581,267,0,405,1,4,0
0,559,581,267,0,405,1,4,0
0,559,581,267,0,405,1,4,0
0,559,581,267,0,405,1,4,0
0,559,581,267,0,405,1,4,0
0,559,581,267,0,405,1,4,0
0,559,581,267,0,405,727,1,0
0,559,581,267,0,405,727,1,0
0,559,581,267,0,405,727,1,0
0,559,581,267,0,405,727,1,0
0,559,581,267,0,405,727,1,0
0,559,581,267,0,405,727,1,0
0,559,581,267,0,405,75,3,0
0,559,581,267,0,405,75,3,0
0,559,581,267,0,405,75,3,0
0,559,581,267,0,405,75,3,0
0,559,581,267,0,405,75,3,0
0,559,581,267,0,405,75,3,0
0,532,586,254,0,405,957,4,0
0,532,586,254,0,405,957,4,0
0,532,586,254,0,405,957,4,0
0,532,586,254,0,405,957,4,0
0,532,586,254,0,405,957,4,0
0,532,586,254,0,405,957,4,0
0,532,586,254,0,389,1000,8,0
0,532,586,254,0,389,1000,8,0
0,532,586,254,0,389,1000,8,0
0,532,586,254,0,389,1000,8,0
0,532,586,254,0,389,1000,8,0
0,532,586,254,0,389,1000,8,0
0,532,586,254,0,324,540,10,0
0,532,586,254,0,324,540,10,0
0,532,586,254,0,324,540,10,0
0,532,586,254,0,324,540,10,0
0,532,586,254,0,324,540,10,0
0,532,586,254,0,324,540,10,0
0,532,586,254,3,422,980,9,0
0,532,586,254,3,422,980,9,0
0,532,586,254,3,422,980,9,0
0,532,586,254,3,422,980,9,0
0,532,586,254,3,422,980,9,0
0,532,586,254,3,422,980,9,0
0,825,322,322,0,405,1019,4,2
0,825,322,322,0,405,1019,4,2
0,825,322,322,0,405,1019,4,2
0,825,322,322,0,405,1019,4,2
0,825,322,322,0,405,1019,4,2
0,825,322,322,0,405,1019,4,2
0,825,322,322,2,519,998,4,2
0,825,322,322,2,519,998,4,2
0,825,322,322,2,519,998,4,2
0,825,322,322,2,519,998,4,2
0,825,322,322,2,519,998,4,2
0,825,322,322,2,519,998,4,2
0,825,286,212,0,389,935,2,2
0,825,286,212,0,389,935,2,2
0,825,286,212,0,389,935,2,2
0,825,286,212,0,389,935,2,2
0,825,286,212,0,389,935,2,2
0,825,286,212,0,389,935,2,2
0,825,286,212,0,373,957,8,2
0,825,286,212,0,373,957,8,2
0,825,286,212,0,373,957,8,2
0,825,286,212,0,373,957,8,2
0,825,286,212,0,373,957,8,2
0,825,286,212,0,373,957,8,2
0,825,286,212,2,341,100,10,2
0,825,286,212,2,341,100,10,2
0,825,286,212,2,341,100,10,2
0,825,286,212,2,341,100,10,2
0,825,286,212,2,341,100,10,2
0,825,286,212,2,341,100,10,2
0,729,359,322,0,454,218,2,2
0,729,359,322,0,454,218,2,2
0,729,359,322,0,454,218,2,2
0,729,359,322,0,454,218,2,2
0,729,359,322,0,454,218,2,2
0,729,359,322,0,454,218,2,2
0,729,436,226,3,64,44,10,2
0,729,436,226,3,64,44,10,2
0,729,436,226,3,64,44,10,2
0,729,436,226,3,64,44,10,2
0,729,436,226,3,64,44,10,2
0,729,436,226,3,64,44,10,2
0,847,236,226,2,535,818,9,2
0,847,236,226,2,535,818,9,2
0,847,236,226,2,535,818,9,2
0,847,236,226,2,535,818,9,2
0,847,236,226,2,535,818,9,2
0,847,236,226,2,535,818,9,2
0,847,236,226,2,552,1003,5,2
0,847,236,226,2,552,1003,5,2
0,847,236,226,2,552,1003,5,2
0,847,236,226,2,552,1003,5,2
0,847,236,226,2,552,1003,5,2
0,847,236,226,2,552,1003,5,2
0,836,268,192,2,519,100,3,2
0,836,268,192,2,519,100,3,2
0,836,268,192,2,519,100,3,2
0,836,268,192,2,519,100,3,2
0,836,268,192,2,519,100,3,2
0,836,268,192,2,519,100,3,2
0,852,259,254,0,438,104,7,2
0,852,259,254,0,438,104,7,2
0,852,259,254,0,438,104,7,2
0,852,259,254,0,438,104,7,2
0,852,259,254,0,438,104,7,2
0,852,259,254,0,438,104,7,2
0,852,259,254,2,405,50,11,2
0,852,259,254,2,405,50,11,2
0,852,259,254,2,405,50,11,2
0,852,259,254,2,405,50,11,2
0,852,259,254,2,405,50,11,2
0,852,259,254,2,405,50,11,2
0,873,231,281,0,454,117,0,2
0,873,231,281,0,454,117,0,2
0,873,231,281,0,454,117,0,2
0,873,231,281,0,454,117,0,2
0,873,231,281,0,454,117,0,2
0,873,231,281,0,454,117,0,2
0,873,231,281,3,259,997,4,2
0,873,231,281,3,259,997,4,2
0,873,231,281,3,259,997,4,2
0,873,231,281,3,259,997,4,2
0,873,231,281,3,259,997,4,2
0,873,231,281,3,259,997,4,2
0,836,240,240,3,194,81,9,2
0,836,240,240,3,194,81,9,2
0,836,240,240,3,194,81,9,2
0,836,240,240,3,194,81,9,2
0,836,240,240,3,194,81,9,2
0,836,240,240,3,194,81,9,2
0,841,240,233,3,227,247,7,2
0,841,240,233,3,227,247,7,2
0,841,240,233,3,227,247,7,2
0,841,240,233,3,227,247,7,2
0,841,240,233,3,227,247,7,2
0,841,240,233,3,227,247,7,2
0,916,213,281,0,470,114,0,2
0,916,213,281,0,470,114,0,2
0,916,213,281,0,470,114,0,2
0,916,213,281,0,470,114,0,2
0,916,213,281,0,470,114,0,2
0,916,213,281,0,470,114,0,2
0,916,213,281,3,227,1001,4,2
0,916,213,281,3,227,1001,4,2
0,916,213,281,3,227,1001,4,2
0,916,213,281,3,227,1001,4,2
0,916,213,281,3,227,1001,4,2
0,916,213,281,3,227,1001,4,2
0,916,213,281,3,227,1007,4,2
0,916,213,281,3,227,1007,4,2
0,916,213,281,3,227,1007,4,2
0,916,213,281,3,227,1007,4,2
0,916,213,281,3,227,1007,4,2
0,916,213,281,3,227,1007,4,2
0,836,240,219,0,470,40,1,2
0,836,240,219,0,470,40,1,2
0,836,240,219,0,470,40,1,2
0,836,240,219,0,470,40,1,2
0,836,240,219,0,470,40,1,2
0,836,240,219,0,470,40,1,2
0,820,250,212,3,259,923,5,2
0,820,250,212,3,259,923,5,2
0,820,250,212,3,259,923,5,2
0,820,250,212,3,259,923,5,2
0,820,250,212,3,259,923,5,2
0,820,250,212,3,259,923,5,2
0,948,200,288,3,259,63,3,2
0,948,200,288,3,259,63,3,2
0,948,200,288,3,259,63,3,2
0,948,200,288,3,259,63,3,2
0,948,200,288,3,259,63,3,2
0,948,200,288,3,259,63,3,2
0,948,200,288,0,454,852,11,2
0,948,200,288,0,454,852,11,2
0,948,200,288,0,454,852,11,2
0,948,200,288,0,454,852,11,2
0,948,200,288,0,454,852,11,2
0,948,200,288,0,454,852,11,2
0,948,200,288,2,422,1005,11,2
0,948,200,288,2,422,1005,11,2
0,948,200,288,2,422,1005,11,2
0,948,200,288,2,422,1005,11,2
0,948,200,288,2,422,1005,11,2
0,948,200,288,2,422,1005,11,2
0,879,222,254,3,259,819,0,2
0,879,222,254,3,259,819,0,2
0,879,222,254,3,259,819,0,2
0,879,222,254,3,259,819,0,2
0,879,222,254,3,259,819,0,2
0,879,222,254,3,259,819,0,2
0,921,209,274,3,259,659,2,2
0,921,209,274,3,259,659,2,2
0,921,209,274,3,259,659,2,2
0,921,209,274,3,259,659,2,2
0,921,209,274,3,259,659,2,2
0,921,209,274,3,259,659,2,2
0,820,245,240,2,422,29,10,2
0,820,245,240,2,422,29,10,2
0,820,245,240,2,422,29,10,2
0,820,245,240,2,422,29,10,2
0,820,245,240,2,422,29,10,2
0,820,245,240,2,422,29,10,2
0,857,240,247,3,243,63,3,2
0,857,240,247,3,243,63,3,2
0,857,240,247,3,243,63,3,2
0,857,240,247,3,243,63,3,2
0,857,240,247,3,243,63,3,2
0,857,240,247,3,243,63,3,2
0,857,240,247,2,470,177,7,2
0,857,240,247,2,470,177,7,2
0,857,240,247,2,470,177,7,2
0,857,240,247,2,470,177,7,2
0,857,240,247,2,470,177,7,2
0,857,240,247,2,470,177,7,2
0,857,240,247,2,422,1012,11,2
0,857,240,247,2,422,1012,11,2
0,857,240,247,2,422,1012,11,2
0,857,240,247,2,422,1012,11,2
0,857,240,247,2,422,1012,11,2
0,857,240,247,2,422,1012,11,2
0,825,254,219,3,243,838,6,2
0,825,254,219,3,243,838,6,2
0,825,254,219,3,243,838,6,2
0,825,254,219,3,243,838,6,2
0,825,254,219,3,243,838,6,2
0,825,254,219,3,243,838,6,2
0,825,254,219,3,243,310,0,2
0,825,254,219,3,243,310,0,2
0,825,254,219,3,243,310,0,2
0,825,254,219,3,243,310,0,2
0,825,254,219,3,243,310,0,2
0,825,254,219,3,243,310,0,2
0,921,209,288,0,470,35,1,2
0,921,209,288,0,470,35,1,2
0,921,209,288,0,470,35,1,2
0,921,209,288,0,470,35,1,2
0,921,209,288,0,470,35,1,2
0,921,209,288,0,470,35,1,2
0,921,209,288,3,162,1012,10,2
0,921,209,288,3,162,1012,10,2
0,921,209,288,3,162,1012,10,2
0,921,209,288,3,162,1012,10,2
0,921,209,288,3,162,1012,10,2
0,921,209,288,3,162,1012,10,2
0,921,209,288,3,227,86,9,2
0,921,209,288,3,227,86,9,2
0,921,209,288,3,227,86,9,2
0,921,209,288,3,227,86,9,2
0,921,209,288,3,227,86,9,2
0,921,209,288,3,227,86,9,2
0,841,250,254,0,454,887,3,2
0,841,250,254,0,454,887,3,2
0,841,250,254,0,454,887,3,2
0,841,250,254,0,454,887,3,2
0,841,250,254,0,454,887,3,2
0,841,250,254,0,454,887,3,2
0,841,250,254,3,243,779,7,2
0,841,250,254,3,243,779,7,2
0,841,250,254,3,243,779,7,2
0,841,250,254,3,243,779,7,2
0,841,250,254,3,243,779,7,2
0,841,250,254,3,243,779,7,2
0,841,250,254,0,454,319,11,2
0,841,250,254,0,454,319,11,2
0,841,250,254,0,454,319,11,2
0,841,250,254,0,454,319,11,2
0,841,250,254,0,454,319,11,2
0,841,250,254,0,454,319,11,2
0,879,218,260,3,227,337,0,2
0,879,218,260,3,227,337,0,2
0,879,218,260,3,227,337,0,2
0,879,218,260,3,227,337,0,2
0,879,218,260,3,227,337,0,2
0,879,218,260,3,227,337,0,2
0,879,218,260,2,487,853,4,2
0,879,218,260,2,487,853,4,2
0,879,218,260,2,487,853,4,2
0,879,218,260,2,487,853,4,2
0,879,218,260,2,487,853,4,2
0,879,218,260,2,487,853,4,2
0,879,218,260,2,487,851,4,2
0,879,218,260,2,487,851,4,2
0,879,218,260,2,487,851,4,2
0,879,218,260,2,487,851,4,2
0,879,218,260,2,487,851,4,2
0,879,218,260,2,487,851,4,2
0,820,240,233,2,438,76,9,2
0,820,240,233,2,438,76,9,2
0,820,240,233,2,438,76,9,2
0,820,240,233,2,438,76,9,2
0,820,240,233,2,438,76,9,2
0,820,240,233,2,438,76,9,2
0,879,227,254,3,243,72,3,2
0,879,227,254,3,243,72,3,2
0,879,227,254,3,243,72,3,2
0,879,227,254,3,243,72,3,2
0,879,227,254,3,243,72,3,2
0,879,227,254,3,243,72,3,2
0,879,227,254,3,243,72,3,2
0,879,227,254,3,243,72,3,2
0,879,227,254,3,243,72,3,2
0,879,227,254,3,243,72,3,2
0,879,227,254,3,243,72,3,2
0,879,227,254,3,243,72,3,2
0,847,231,240,2,487,220,6,2
0,847,231,240,2,487,220,6,2
0,847,231,240,2,487,220,6,2
0,847,231,240,2,487,220,6,2
0,847,231,240,2,487,220,6,2
0,847,231,240,2,487,220,6,2
0,847,231,240,2,487,222,6,2
0,847,231,240,2,487,222,6,2
0,847,231,240,2,487,222,6,2
0,847,231,240,2,487,222,6,2
0,847,231,240,2,487,222,6,2
0,847,231,240,2,487,222,6,2
0,847,231,240,0,454,122,0,2
0,847,231,240,0,454,122,0,2
0,847,231,240,0,454,122,0,2
0,847,231,240,0,454,122,0,2
0,847,231,240,0,454,122,0,2
0,847,231,240,0,454,122,0,2
0,884,222,260,3,259,154,2,2
0,884,222,260,3,259,154,2,2
0,884,222,260,3,259,154,2,2
0,884,222,260,3,259,154,2,2
0,884,222,260,3,259,154,2,2
0,884,222,260,3,259,154,2,2
0,857,227,247,3,259,746,1,2
0,857,227,247,3,259,746,1,2
0,857,227,247,3,259,746,1,2
0,857,227,247,3,259,746,1,2
0,857,227,247,3,259,746,1,2
0,857,227,247,3,259,746,1,2
0,857,227,247,3,162,2,10,2
0,857,227,247,3,162,2,10,2
0,857,227,247,3,162,2,10,2
0,857,227,247,3,162,2,10,2
0,857,227,247,3,162,2,10,2
0,857,227,247,3,162,2,10,2
0,841,240,233,3,243,72,3,2
0,841,240,233,3,243,72,3,2
0,841,240,233,3,243,72,3,2
0,841,240,233,3,243,72,3,2
0,841,240,233,3,243,72,3,2
0,841,240,233,3,243,72,3,2
0,841,240,233,3,243,763,7,2
0,841,240,233,3,243,763,7,2
0,841,240,233,3,243,763,7,2
0,841,240,233,3,243,763,7,2
0,841,240,233,3,243,763,7,2
0,841,240,233,3,243,763,7,2
0,889,222,267,2,487,232,6,2
0,889,222,267,2,487,232,6,2
0,889,222,267,2,487,232,6,2
0,889,222,267,2,487,232,6,2
0,889,222,267,2,487,232,6,2
0,889,222,267,2,487,232,6,2
0,959,190,295,2,470,17,0,2
0,959,190,295,2,470,17,0,2
0,959,190,295,2,470,17,0,2
0,959,190,295,2,470,17,0,2
0,959,190,295,2,470,17,0,2
0,959,190,295,2,470,17,0,2
0,959,190,295,0,454,116,0,2
0,959,190,295,0,454,116,0,2
0,959,190,295,0,454,116,0,2
0,959,190,295,0,454,116,0,2
0,959,190,295,0,454,116,0,2
0,959,190,295,0,454,116,0,2
0,953,195,302,3,259,677,2,2
0,953,195,302,3,259,677,2,2
0,953,195,302,3,259,677,2,2
0,953,195,302,3,259,677,2,2
0,953,195,302,3,259,677,2,2
0,953,195,302,3,259,677,2,2
0,953,195,302,3,227,242,1,2
0,953,195,302,3,227,242,1,2
0,953,195,302,3,227,242,1,2
0,953,195,302,3,227,242,1,2
0,953,195,302,3,227,242,1,2
0,953,195,302,3,227,242,1,2
0,953,195,302,2,405,28,10,2
0,953,195,302,2,405,28,10,2
0,953,195,302,2,405,28,10,2
0,953,195,302,2,405,28,10,2
0,953,195,302,2,405,28,10,2
0,953,195,302,2,405,28,10,2
0,889,213,267,3,259,924,5,2
0,889,213,267,3,259,924,5,2
0,889,213,267,3,259,924,5,2
0,889,213,267,3,259,924,5,2
0,889,213,267,3,259,924,5,2
0,889,213,267,3,259,924,5,2
0,889,213,267,3,259,927,5,2
0,889,213,267,3,259,927,5,2
0,889,213,267,3,259,927,5,2
0,889,213,267,3,259,927,5,2
0,889,213,267,3,259,927,5,2
0,889,213,267,3,259,927,5,2
0,889,213,267,3,259,76,3,2
0,889,213,267,3,259,76,3,2
0,889,213,267,3,259,76,3,2
0,889,213,267,3,259,76,3,2
0,889,213,267,3,259,76,3,2
0,889,213,267,3,259,76,3,2
0,857,236,247,3,276,332,6,2
0,857,236,247,3,276,332,6,2
0,857,236,247,3,276,332,6,2
0,857,236,247,3,276,332,6,2
0,857,236,247,3,276,332,6,2
0,857,236,247,3,276,332,6,2
0,857,236,247,2,487,14,0,2
0,857,236,247,2,487,14,0,2
0,857,236,247,2,487,14,0,2
0,857,236,247,2,487,14,0,2
0,857,236,247,2,487,14,0,2
0,857,236,247,2,487,14,0,2
0,857,236,247,0,454,121,0,2
0,857,236,247,0,454,121,0,2
0,857,236,247,0,454,121,0,2
0,857,236,247,0,454,121,0,2
0,857,236,247,0,454,121,0,2
0,857,236,247,0,454,121,0,2
0,847,240,240,2,487,925,2,2
0,847,240,240,2,487,925,2,2
0,847,240,240,2,487,925,2,2
0,847,240,240,2,487,925,2,2
0,847,240,240,2,487,925,2,2
0,847,240,240,2,487,925,2,2
0,820,254,219,0,454,40,1,2
0,820,254,219,0,454,40,1,2
0,820,254,219,0,454,40,1,2
0,820,254,219,0,454,40,1,2
0,820,254,219,0,454,40,1,2
0,820,254,219,0,454,40,1,2
0,820,254,219,2,405,29,10,2
0,820,254,219,2,405,29,10,2
0,820,254,219,2,405,29,10,2
0,820,254,219,2,405,29,10,2
0,820,254,219,2,405,29,10,2
0,820,254,219,2,405,29,10,2
0,953,190,302,2,454,182,7,2
0,953,190,302,2,454,182,7,2
0,953,190,302,2,454,182,7,2
0,953,190,302,2,454,182,7,2
0,953,190,302,2,454,182,7,2
0,953,190,302,2,454,182,7,2
0,953,190,302,3,129,952,11,2
0,953,190,302,3,129,952,11,2
0,953,190,302,3,129,952,11,2
0,953,190,302,3,129,952,11,2
0,953,190,302,3,129,952,11,2
0,953,190,302,3,129,952,11,2
0,953,190,302,3,259,842,6,2
0,953,190,302,3,259,842,6,2
0,953,190,302,3,259,842,6,2
0,953,190,302,3,259,842,6,2
0,953,190,302,3,259,842,6,2
0,953,190,302,3,259,842,6,2
0,847,240,240,3,259,1014,4,2
0,847,240,240,3,259,1014,4,2
0,847,240,240,3,259,1014,4,2
0,847,240,240,3,259,1014,4,2
0,847,240,240,3,259,1014,4,2
0,847,240,240,3,259,1014,4,2
0,847,240,240,3,259,161,2,2
0,847,240,240,3,259,161,2,2
0,847,240,240,3,259,161,2,2
0,847,240,240,3,259,161,2,2
0,847,240,240,3,259,161,2,2
0,847,240,240,3,259,161,2,2
0,804,263,212,0,454,40,1,2
0,804,263,212,0,454,40,1,2
0,804,263,212,0,454,40,1,2
0,804,263,212,0,454,40,1,2
0,804,263,212,0,454,40,1,2
0,804,263,212,0,454,40,1,2
0,804,263,212,3,162,0,10,2
0,804,263,212,3,162,0,10,2
0,804,263,212,3,162,0,10,2
0,804,263,212,3,162,0,10,2
0,804,263,212,3,162,0,10,2
0,804,263,212,3,162,0,10,2
0,857,236,247,2,422,1008,11,2
0,857,236,247,2,422,1008,11,2
0,857,236,247,2,422,1008,11,2
0,857,236,247,2,422,1008,11,2
0,857,236,247,2,422,1008,11,2
0,857,236,247,2,422,1008,11,2
0,857,236,247,3,276,333,6,2
0,857,236,247,3,276,333,6,2
0,857,236,247,3,276,333,6,2
0,857,236,247,3,276,333,6,2
0,857,236,247,3,276,333,6,2
0,857,236,247,3,276,333,6,2
0,836,245,240,0,454,118,0,2
0,836,245,240,0,454,118,0,2
0,836,245,240,0,454,118,0,2
0,836,245,240,0,454,118,0,2
0,836,245,240,0,454,118,0,2
0,836,245,240,0,454,118,0,2
0,836,240,240,0,454,406,10,2
0,836,240,240,0,454,406,10,2
0,836,240,240,0,454,406,10,2
0,836,240,240,0,454,406,10,2
0,836,240,240,0,454,406,10,2
0,836,240,240,0,454,406,10,2
0,836,240,240,2,405,35,10,2
0,836,240,240,2,405,35,10,2
0,836,240,240,2,405,35,10,2
0,836,240,240,2,405,35,10,2
0,836,240,240,2,405,35,10,2
0,836,240,240,2,405,35,10,2
0,900,213,274,3,243,757,7,2
0,900,213,274,3,243,757,7,2
0,900,213,274,3,243,757,7,2
0,900,213,274,3,243,757,7,2
0,900,213,274,3,243,757,7,2
0,900,213,274,3,243,757,7,2
0,852,236,233,3,259,151,2,2
0,852,236,233,3,259,151,2,2
0,852,236,233,3,259,151,2,2
0,852,236,233,3,259,151,2,2
0,852,236,233,3,259,151,2,2
0,852,236,233,3,259,151,2,2
0,852,236,233,0,470,47,1,2
0,852,236,233,0,470,47,1,2
0,852,236,233,0,470,47,1,2
0,852,236,233,0,470,47,1,2
0,852,236,233,0,470,47,1,2
0,852,236,233,0,470,47,1,2
0,873,222,247,2,422,28,10,2
0,873,222,247,2,422,28,10,2
0,873,222,247,2,422,28,10,2
0,873,222,247,2,422,28,10,2
0,873,222,247,2,422,28,10,2
0,873,222,247,2,422,28,10,2
0,873,222,247,3,259,914,5,2
0,873,222,247,3,259,914,5,2
0,873,222,247,3,259,914,5,2
0,873,222,247,3,259,914,5,2
0,873,222,247,3,259,914,5,2
0,873,222,247,3,259,914,5,2
0,820,254,233,3,259,59,3,2
0,820,254,233,3,259,59,3,2
0,820,254,233,3,259,59,3,2
0,820,254,233,3,259,59,3,2
0,820,254,233,3,259,59,3,2
0,820,254,233,3,259,59,3,2
0,820,254,233,3,259,747,7,2
0,820,254,233,3,259,747,7,2
0,820,254,233,3,259,747,7,2
0,820,254,233,3,259,747,7,2
0,820,254,233,3,259,747,7,2
0,820,254,233,3,259,747,7,2
0,820,254,233,3,259,828,6,2
0,820,254,233,3,259,828,6,2
0,820,254,233,3,259,828,6,2
0,820,254,233,3,259,828,6,2
0,820,254,233,3,259,828,6,2
0,820,254,233,3,259,828,6,2
0,820,254,233,0,454,121,0,2
0,820,254,233,0,454,121,0,2
0,820,254,233,0,454,121,0,2
0,820,254,233,0,454,121,0,2
0,820,254,233,0,454,121,0,2
0,820,254,233,0,454,121,0,2
0,884,227,254,3,227,667,8,2
0,884,227,254,3,227,667,8,2
0,884,227,254,3,227,667,8,2
0,884,227,254,3,227,667,8,2
0,884,227,254,3,227,667,8,2
0,884,227,254,3,227,667,8,2
0,884,227,254,2,422,33,10,2
0,884,227,254,2,422,33,10,2
0,884,227,254,2,422,33,10,2
0,884,227,254,2,422,33,10,2
0,884,227,254,2,422,33,10,2
0,884,227,254,2,422,33,10,2
0,836,240,233,2,438,78,9,2
0,836,240,233,2,438,78,9,2
0,836,240,233,2,438,78,9,2
0,836,240,233,2,438,78,9,2
0,836,240,233,2,438,78,9,2
0,836,240,233,2,438,78,9,2
0,836,240,233,2,503,276,5,2
0,836,240,233,2,503,276,5,2
0,836,240,233,2,503,276,5,2
0,836,240,233,2,503,276,5,2
0,836,240,233,2,503,276,5,2
0,836,240,233,2,503,276,5,2
0,847,240,240,0,454,854,11,2
0,847,240,240,0,454,854,11,2
0,847,240,240,0,454,854,11,2
0,847,240,240,0,454,854,11,2
0,847,240,240,0,454,854,11,2
0,847,240,240,0,454,854,11,2
0,863,231,247,3,276,995,4,2
0,863,231,247,3,276,995,4,2
0,863,231,247,3,276,995,4,2
0,863,231,247,3,276,995,4,2
0,863,231,247,3,276,995,4,2
0,863,231,247,3,276,995,4,2
0,863,231,247,3,259,657,2,2
0,863,231,247,3,259,657,2,2
0,863,231,247,3,259,657,2,2
0,863,231,247,3,259,657,2,2
0,863,231,247,3,259,657,2,2
0,863,231,247,3,259,657,2,2
0,857,231,247,0,454,44,1,2
0,857,231,247,0,454,44,1,2
0,857,231,247,0,454,44,1,2
0,857,231,247,0,454,44,1,2
0,857,231,247,0,454,44,1,2
0,857,231,247,0,454,44,1,2
0,857,231,247,0,454,919,10,2
0,857,231,247,0,454,919,10,2
0,857,231,247,0,454,919,10,2
0,857,231,247,0,454,919,10,2
0,857,231,247,0,454,919,10,2
0,857,231,247,0,454,919,10,2
0,852,231,247,3,276,909,5,2
0,852,231,247,3,276,909,5,2
0,852,231,247,3,276,909,5,2
0,852,231,247,3,276,909,5,2
0,852,231,247,3,276,909,5,2
0,852,231,247,3,276,909,5,2
0,852,231,247,2,487,883,3,2
0,852,231,247,2,487,883,3,2
0,852,231,247,2,487,883,3,2
0,852,231,247,2,487,883,3,2
0,852,231,247,2,487,883,3,2
0,852,231,247,2,487,883,3,2
0,852,231,247,3,243,749,7,2
0,852,231,247,3,243,749,7,2
0,852,231,247,3,243,749,7,2
0,852,231,247,3,243,749,7,2
0,852,231,247,3,243,749,7,2
0,852,231,247,3,243,749,7,2
0,932,204,281,3,276,318,6,2
0,932,204,281,3,276,318,6,2
0,932,204,281,3,276,318,6,2
0,932,204,281,3,276,318,6,2
0,932,204,281,3,276,318,6,2
0,932,204,281,3,276,318,6,2
0,932,204,281,0,470,123,0,2
0,932,204,281,0,470,123,0,2
0,932,204,281,0,470,123,0,2
0,932,204,281,0,470,123,0,2
0,932,204,281,0,470,123,0,2
0,932,204,281,0,470,123,0,2
0,932,204,281,0,470,839,4,2
0,932,204,281,0,470,839,4,2
0,932,204,281,0,470,839,4,2
0,932,204,281,0,470,839,4,2
0,932,204,281,0,470,839,4,2
0,932,204,281,0,470,839,4,2
0,857,236,240,3,276,144,2,2
0,857,236,240,3,276,144,2,2
0,857,236,240,3,276,144,2,2
0,857,236,240,3,276,144,2,2
0,857,236,240,3,276,144,2,2
0,857,236,240,3,276,144,2,2
0,857,236,240,3,276,740,1,2
0,857,236,240,3,276,740,1,2
0,857,236,240,3,276,740,1,2
0,857,236,240,3,276,740,1,2
0,857,236,240,3,276,740,1,2
0,857,236,240,3,276,740,1,2
0,857,236,240,3,194,1011,10,2
0,857,236,240,3,194,1011,10,2
0,857,236,240,3,194,1011,10,2
0,857,236,240,3,194,1011,10,2
0,857,236,240,3,194,1011,10,2
0,857,236,240,3,194,1011,10,2
0,852,231,240,3,276,910,5,2
0,852,231,240,3,276,910,5,2
0,852,231,240,3,276,910,5,2
0,852,231,240,3,276,910,5,2
0,852,231,240,3,276,910,5,2
0,852,231,240,3,276,910,5,2
0,852,231,240,3,259,59,3,2
0,852,231,240,3,259,59,3,2
0,852,231,240,3,259,59,3,2
